City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Hong Kong,22.2855,114.1577,77.18,84,1,5.01,HK,1649705882
Malatya Province,38.5,38.0,48.25,58,40,6.91,TR,1649706751
São João da Barra,-21.6403,-41.0511,82.49,74,13,9.44,BR,1649706653
Kumul,42.8,93.45,51.39,13,0,13.69,CN,1649706252
Huejuquilla el Alto,22.6,-103.8667,81.41,15,2,15.59,MX,1649706751
Xiongzhou,25.1167,114.3,69.93,71,0,2.37,CN,1649706752
Chul'man,56.8479,124.9104,-1.84,100,99,2.17,RU,1649706752
Lagunas,-5.2269,-75.6753,88.34,61,45,3.6,PE,1649706753
Mitsamiouli,-11.3847,43.2844,82.65,76,99,10.22,KM,1649706753
Husavik,66.0449,-17.3389,31.15,92,100,8.23,IS,1649706753
Bassano,50.7834,-112.4685,31.23,25,37,18.81,CA,1649706754
Ribeira Grande,38.5167,-28.7,61.2,94,75,20.71,PT,1649706754
São Filipe,14.8961,-24.4956,71.67,75,35,9.51,CV,1649706592
Erenhot,43.6475,111.9767,36.72,36,0,7.76,CN,1649706755
Bestöbe,52.4994,73.0975,39.06,56,99,14.9,KZ,1649706755
Mayor Pablo Lagerenza,-19.9309,-60.7718,97.83,32,34,16.58,PY,1649706756
Kokorevka,52.5872,34.2778,35.96,97,100,11.05,RU,1649706756
Altoona,40.5187,-78.3947,62.85,52,100,1.99,US,1649706553
Kargasok,59.0556,80.8572,23.09,95,15,7.0,RU,1649706757
Meulaboh,4.1363,96.1285,75.4,89,28,2.37,ID,1649706757
Kruisfontein,-34.0033,24.7314,63.99,91,7,5.75,ZA,1649706758
Mahina,-17.5065,-149.489,85.77,66,20,11.5,PF,1649706758
Cap Malheureux,-19.9842,57.6142,75.47,87,24,1.01,MU,1649706382
Terbuny,52.1389,38.2789,56.07,66,100,10.98,RU,1649706759
Petropavlovsk-Kamchatskiy,53.0452,158.6483,27.19,74,20,6.71,RU,1649706759
Nacozari,25.3366,-108.2574,80.44,45,100,11.5,MX,1649706759
Bonavista,48.6499,-53.1147,31.96,97,100,35.63,CA,1649706282
Miranda,3.2499,-76.2281,84.33,69,100,3.6,CO,1649706760
Burnie,-41.0667,145.9167,49.91,83,17,6.69,AU,1649706226
Sibsāgar,26.9833,94.6333,66.69,91,18,4.45,IN,1649706742
Sola,-13.8833,167.55,81.79,70,10,5.14,VU,1649706761
Saskylakh,71.9167,114.0833,-12.05,100,100,2.26,RU,1649706162
Deputatsky,69.3,139.9,-4.52,87,100,4.32,RU,1649705985
Yumen,40.2833,97.2,43.93,22,34,9.37,CN,1649706762
Mt. Pleasant,32.7941,-79.8626,81.3,40,0,14.97,US,1649706522
Lubango,-14.9172,13.4925,58.23,91,100,1.16,AO,1649706361
Ternate,0.8,127.4,81.86,79,99,6.73,ID,1649706697
Mossamedes,-15.1961,12.1522,73.53,83,90,9.01,AO,1649706203
College,64.8569,-147.8028,33.48,67,20,8.05,US,1649706578
Lich,50.5209,8.8157,49.86,61,100,5.39,DE,1649706763
Denizli Province,37.8402,29.0698,42.57,90,97,6.87,TR,1649706764
Ixtapa,20.7,-105.2,92.86,32,5,9.31,MX,1649706378
Iqaluit,63.7506,-68.5145,20.93,79,20,16.11,CA,1649706764
Teya,60.3778,92.6267,15.67,98,99,1.48,RU,1649706765
Road Town,18.4167,-64.6167,82.44,69,20,10.36,VG,1649706637
Pacific Grove,36.6177,-121.9166,57.15,91,75,16.11,US,1649706411
Batemans Bay,-35.7167,150.1833,60.1,81,100,5.91,AU,1649706765
Povenets,62.8487,34.8262,30.13,96,72,4.83,RU,1649706766
Mangan,27.5167,88.5333,67.41,58,4,4.23,IN,1649706766
Bogovarovo,58.9785,47.0246,41.7,99,100,8.3,RU,1649706767
Kununurra,-15.7667,128.7333,67.98,88,82,2.3,AU,1649706298
Muli,2.9167,73.5667,83.25,75,76,11.72,MV,1649706767
Port Lincoln,-34.7333,135.8667,62.02,77,100,17.45,AU,1649706184
Vila,42.0304,-8.1588,45.48,90,34,5.59,PT,1649706768
Hampton,37.0299,-76.3452,68.02,59,0,12.66,US,1649706544
Chernyakhovsk,54.6335,21.8156,33.49,76,7,2.55,RU,1649706768
Pemangkat,1.1667,108.9667,78.85,84,100,2.93,ID,1649706364
Banda Aceh,5.5577,95.3222,79.27,80,48,5.59,ID,1649706769
Salta,-24.7859,-65.4117,81.19,44,40,12.66,AR,1649706153
Sørland,67.667,12.6934,40.86,79,31,9.33,NO,1649706245
Bereda,43.2686,-7.5406,45.86,97,21,3.91,ES,1649706770
Bima,-8.4667,118.7167,73.74,92,81,3.47,ID,1649706770
Lüderitz,-26.6481,15.1594,70.07,57,0,6.29,NA,1649706770
Vanavara,60.34,102.2797,14.13,96,98,0.45,RU,1649706771
Alto Araguaia,-17.3147,-53.2153,77.76,75,93,2.98,BR,1649706771
Airai,-8.9266,125.4092,58.53,65,69,1.88,TL,1649706771
Belawan,3.7755,98.6832,76.06,89,99,4.63,ID,1649706772
Zlin,49.2267,17.6663,41.76,69,80,1.01,CZ,1649706772
Brignoles,43.4,6.0667,52.7,77,58,5.88,FR,1649706773
Langsa,4.4683,97.9683,74.19,96,94,2.37,ID,1649706773
Moba,33.2288,105.0179,42.24,82,100,7.74,CN,1649706774
Inírida,3.8653,-67.9239,83.41,74,89,0.43,CO,1649706774
Lata,40.1629,-8.3327,57.81,90,1,4.43,PT,1649706606
La Ligua,-32.4524,-71.2311,67.44,48,0,8.59,CL,1649706775
Zyuzel'skiy,56.4856,60.1331,33.64,96,100,5.73,RU,1649706775
Rocha,-34.4833,-54.3333,72.34,83,62,11.01,UY,1649706747
Port Pirie,-33.1833,138.0167,59.09,52,76,5.66,AU,1649706776
Nioro,13.35,-15.75,87.3,28,3,10.85,GM,1649706261
Solano,38.2333,-121.9511,62.29,44,40,25.32,US,1649706777
Bahía Blanca,-38.7196,-62.2724,61.32,55,75,3.44,AR,1649706609
Innisfail,-17.5333,146.0333,76.41,90,86,5.64,AU,1649706777
Merauke,-8.4667,140.3333,79.12,87,100,9.57,ID,1649706778
Awjilah,29.1081,21.2869,67.87,26,0,9.33,LY,1649706778
Revúca,48.6835,20.1173,41.25,75,39,4.32,SK,1649706778
Mahon,39.8885,4.2658,57.76,82,20,16.11,ES,1649706779
Makat,47.6469,53.3463,61.65,65,99,7.67,KZ,1649706779
Eureka,40.8021,-124.1637,50.25,67,46,10.0,US,1649706090
Pokhara,28.2333,83.9833,70.84,60,1,4.54,NP,1649706780
Pachmarhi,22.4667,78.4333,79.34,19,100,4.59,IN,1649706780
West Bay,19.3667,-81.4167,83.05,70,75,17.27,KY,1649706781
Butterworth,5.3991,100.3638,80.64,94,20,3.44,MY,1649706781
Tezu,27.9167,96.1667,65.39,84,4,3.56,IN,1649706782
Komatipoort,-25.4332,31.9548,69.04,88,96,3.62,ZA,1649706782
Topeka,39.0483,-95.678,68.07,39,0,3.44,US,1649706445
Uzhur,55.3036,89.8339,28.11,76,100,3.98,RU,1649706783
Khipro,25.8285,69.3772,82.24,53,100,14.76,PK,1649706784
Marawi,7.9986,124.2928,68.0,91,100,5.95,PH,1649706784
Touros,-5.1989,-35.4608,81.25,72,100,11.3,BR,1649706291
Nhulunbuy,-12.2333,136.7667,81.21,89,75,10.36,AU,1649706785
San Pedro de Macorís,18.4616,-69.2972,88.41,48,38,11.63,DO,1649706786
Bilma,18.6853,12.9164,91.22,6,0,6.6,NE,1649706786
Clyde River,70.4692,-68.5914,1.63,85,20,5.75,CA,1649706786
Dalbandin,28.8947,64.4101,79.9,9,0,4.47,PK,1649706171
Bubaque,11.2833,-15.8333,74.89,77,31,15.73,GW,1649706712
Bibiani,6.4635,-2.3194,72.77,97,100,2.42,GH,1649706788
Karratha,-20.7377,116.8463,78.42,28,1,12.08,AU,1649706789
Alofi,-19.0595,-169.9187,76.89,94,40,1.14,NU,1649706276
Abu Samrah,35.3029,37.1841,53.04,68,0,28.27,SY,1649706790
Narsaq,60.9167,-46.05,39.36,45,94,15.48,GL,1649706791
Rosetta,31.4044,30.4164,60.1,64,0,16.26,EG,1649706791
Nouadhibou,20.931,-17.0347,67.98,73,39,23.02,MR,1649706315
Iranshahr,27.2025,60.6848,80.94,12,0,6.91,IR,1649706275
San Andrés,12.5847,-81.7006,86.02,70,20,11.5,CO,1649706792
Pangnirtung,66.1451,-65.7125,19.4,68,20,6.91,CA,1649706792
Ayagoz,47.9714,80.4392,36.41,50,71,16.71,KZ,1649706793
Grindavik,63.8424,-22.4338,42.75,65,0,19.57,IS,1649706793
Berndorf,47.9457,16.1097,47.14,73,7,3.44,AT,1649706794
Melito di Porto Salvo,37.9222,15.7714,56.23,58,77,5.75,IT,1649706795
Zharkent,44.1628,80.0,61.61,35,100,3.94,KZ,1649706796
Waipawa,-41.4122,175.5153,59.13,77,82,14.23,NZ,1649706796
Korla,41.7597,86.1469,58.84,36,48,6.35,CN,1649706796
Balgazyn,51.0,95.2,25.92,58,54,4.56,RU,1649706797
Constitución,-35.3333,-72.4167,59.9,53,25,16.02,CL,1649706798
Jiménez,28.3333,-105.4,84.92,7,1,8.34,MX,1649706798
Palm Valley,30.1775,-81.3876,83.12,48,1,13.18,US,1649706799
Bafoussam,5.4737,10.4179,65.44,87,100,3.96,CM,1649706799
Kabare,-2.4683,28.8242,61.12,95,100,1.05,CD,1649706800
Río Gallegos,-51.6226,-69.2181,50.05,53,40,26.46,AR,1649706316
Boa Viagem,-5.1275,-39.7322,76.37,88,99,5.21,BR,1649706629
Yeniseysk,58.4497,92.1703,25.0,96,100,3.89,RU,1649706801
Cam Ranh,11.9214,109.1591,73.36,94,20,3.44,VN,1649706801
Warora,20.2333,79.0,91.27,30,12,7.34,IN,1649706802
Isla Mujeres,21.2311,-86.731,82.17,67,63,15.26,MX,1649706657
Filoti,37.05,25.5,52.56,61,15,7.0,GR,1649706803
Mchinji,-13.7984,32.8802,61.92,99,93,3.65,MW,1649706803
Knysna,-34.0363,23.0471,69.84,64,9,5.32,ZA,1649706263
La Romana,18.4273,-68.9728,88.16,48,75,10.36,DO,1649706804
Yatou,37.15,122.3833,54.32,85,82,5.55,CN,1649706298
Majene,-3.5403,118.9707,77.34,86,82,3.58,ID,1649706805
Oodweyne,9.4092,45.064,77.52,41,6,9.17,SO,1649706805
Paraty,-23.2178,-44.7131,77.45,87,53,4.18,BR,1649706806
Thenzawl,23.3167,92.75,61.25,96,4,2.57,IN,1649706806
Daru,-9.0763,143.2092,82.24,83,57,10.33,PG,1649706807
Mizdah,31.4451,12.9801,62.29,31,8,11.52,LY,1649706807
Kavaratti,10.5669,72.642,83.5,75,15,8.88,IN,1649706725
Ulladulla,-35.35,150.4667,59.9,83,97,8.66,AU,1649706675
Verāval,20.9,70.3667,81.16,75,100,10.56,IN,1649706345
Storforshei,66.4043,14.5233,29.98,74,20,3.44,NO,1649706269
Rockford,42.2711,-89.094,61.14,47,100,13.8,US,1649706764
Sisimiut,66.9395,-53.6735,32.65,70,100,2.48,GL,1649706809
Palmer,42.1584,-72.3287,63.52,30,75,7.0,US,1649706763
Vao,-22.6667,167.4833,76.53,77,7,15.68,NC,1649706809
Zyryanka,65.75,150.85,-9.02,98,53,7.34,RU,1649706810
Alice Springs,-23.7,133.8833,78.35,34,100,5.75,AU,1649706283
Victor Harbor,-35.5667,138.6167,57.0,74,60,9.71,AU,1649706811
Ballina,-28.8667,153.5667,66.02,96,32,0.0,AU,1649706811
Comodoro Rivadavia,-45.8667,-67.5,53.46,82,75,2.3,AR,1649706812
Kimbe,-5.5502,150.1429,75.47,92,19,2.98,PG,1649706812
Fort Myers Beach,26.452,-81.9481,88.05,55,0,5.99,US,1649706812
Monrovia,6.3005,-10.7969,82.17,85,9,7.36,LR,1649706629
Ketchikan,55.3422,-131.6461,35.38,76,100,8.16,US,1649706813
Shache,38.4167,77.2406,70.72,20,100,4.14,CN,1649706815
Qasigiannguit,68.8193,-51.1922,28.33,79,100,2.15,GL,1649706815
Hervey Bay,-25.2986,152.8535,67.01,94,3,8.99,AU,1649706175
Pagudpud,18.5616,120.7868,77.09,88,99,10.67,PH,1649706816
San Miguel,13.4833,-88.1833,101.8,25,87,5.46,SV,1649706816
Buin,-33.7333,-70.75,72.05,26,3,7.18,CL,1649706817
Wajir,1.7471,40.0573,85.91,47,100,8.9,KE,1649706817
Grand Gaube,-20.0064,57.6608,79.2,86,31,1.99,MU,1649706817
Rakaia,-43.75,172.0167,62.38,75,100,7.85,NZ,1649706818
Dahra,36.2546,0.8519,72.79,25,1,12.41,DZ,1649706818
Gao,16.6362,1.637,93.38,8,4,8.32,ML,1649706230
Shebunino,46.4339,141.8603,36.39,96,100,5.88,RU,1649706819
Mehamn,71.0357,27.8492,33.71,89,100,5.28,NO,1649706819
Dayong,25.0209,118.2898,70.74,75,0,2.53,CN,1649706820
Kitimat,54.0524,-128.6534,46.78,38,100,5.12,CA,1649706820
Poyarkovo,49.6,128.6833,30.13,88,100,6.13,RU,1649706820
Xining,36.6167,101.7667,35.96,41,0,3.31,CN,1649706821
Fort Nelson,58.8053,-122.7002,13.59,52,100,14.97,CA,1649706781
Laas,46.6166,10.7002,52.68,87,89,1.32,IT,1649706822
Umm Hājar,13.2954,19.6966,94.21,16,16,4.38,TD,1649706822
Yeppoon,-23.1333,150.7333,67.78,88,8,8.7,AU,1649706823
La Paz,-16.5,-68.15,64.38,23,20,12.66,BO,1649706790
Corumbá,-19.0092,-57.6533,94.91,46,40,12.66,BR,1649706823
Tucumã,-0.1833,-50.05,81.14,82,80,7.14,BR,1649706671
Verkhnevilyuysk,63.4453,120.3167,1.89,100,98,2.06,RU,1649706622
Longford,53.7333,-7.8,49.91,94,99,11.72,IE,1649706824
Nacala,-14.5428,40.6728,75.74,91,16,4.9,MZ,1649706824
Karasburg,-28.0167,18.75,69.49,34,0,12.35,NA,1649706398
Flinders,-34.5833,150.8552,63.18,86,96,7.0,AU,1649706526
Iwanai,42.9744,140.5089,47.71,81,56,2.71,JP,1649706825
Gorontalo,0.5412,123.0595,74.97,90,84,1.34,ID,1649706825
Matara,5.9485,80.5353,78.01,88,100,4.16,LK,1649706826
Esso,55.9333,158.7,16.05,96,98,1.79,RU,1649706826
Dawlatabad,36.4141,64.9053,63.59,53,5,2.48,AF,1649706826
Dvinskoy Bereznik,62.8551,42.7072,36.43,96,100,7.31,RU,1649706827
Sorong,-0.8833,131.25,77.74,88,100,7.7,ID,1649706827
Tabou,4.423,-7.3528,81.01,84,67,8.55,CI,1649706707
Iguape,-24.7081,-47.5553,76.17,80,70,10.89,BR,1649706828
Helong,42.5397,128.9972,49.84,84,100,4.14,CN,1649706301
Melilla,35.2937,-2.9383,62.8,88,0,5.75,ES,1649706575
Yichun,47.7,128.9,27.3,91,7,3.13,CN,1649706828
Inongo,-1.95,18.2667,74.62,84,51,4.72,CD,1649706829
Myitkyina,25.3833,97.4,65.3,95,22,2.57,MM,1649706829
Bluefield,37.2698,-81.2223,72.36,23,100,13.0,US,1649706830
Cedar City,37.6775,-113.0619,61.77,15,0,28.77,US,1649706772
Kungurtug,50.5994,97.5228,16.45,92,100,2.55,RU,1649706830
Aurangabad,19.8833,75.3333,86.97,25,72,8.3,IN,1649706831
Mozarlândia,-14.7447,-50.5706,87.71,57,27,1.81,BR,1649706251
Eskil,38.4017,33.4131,40.64,75,100,25.88,TR,1649706831
Beipiao,41.7919,120.7792,46.44,33,100,12.21,CN,1649706832
Tabas,33.5959,56.9244,72.32,15,0,2.06,IR,1649706832
Sol'-Iletsk,51.1631,54.9918,48.96,83,100,7.45,RU,1649706832
Kirakira,-10.4544,161.9205,80.65,79,43,5.01,SB,1649706833
Arauca,7.0847,-70.7591,93.16,49,40,3.44,CO,1649706833
Coahuayana Viejo,18.7333,-103.6833,91.24,44,100,8.32,MX,1649706834
Hay River,60.8156,-115.7999,10.38,79,100,18.41,CA,1649706721
Kaseda-shirakame,31.4167,130.3167,64.85,94,99,6.71,JP,1649706834
Hulan,45.9833,126.6,33.91,67,100,7.34,CN,1649706835
Maloh,9.056,122.9851,79.07,85,100,14.7,PH,1649706835
‘Ewa Beach,21.3156,-158.0072,79.59,65,40,11.5,US,1649706574
Natá,8.3333,-80.5167,93.07,48,100,18.39,PA,1649706836
Wajima,37.4,136.9,56.64,73,0,8.19,JP,1649706837
Khandyga,62.6667,135.6,15.03,94,100,2.04,RU,1649706837
Vila Franca do Campo,37.7167,-25.4333,61.21,93,95,11.34,PT,1649706652
Harper,4.375,-7.7169,80.85,84,35,8.41,LR,1649706838
Agogo,6.8,-1.0819,72.14,82,100,1.7,GH,1649706838
Concordia,-31.393,-58.0209,80.67,61,40,12.66,AR,1649706838
Goundam,16.4145,-3.6708,92.03,8,18,8.21,ML,1649706839
Sīwah,29.2041,25.5195,64.49,44,0,18.84,EG,1649706839
Sørkjosen,69.8,20.9333,33.8,86,100,14.97,NO,1649706839
Krasnoturansk,54.3186,91.5639,27.97,65,100,1.45,RU,1649706840
Kalmunai,7.4167,81.8167,78.96,82,95,3.98,LK,1649706840
Bilgi,16.35,75.6167,86.86,33,31,4.05,IN,1649706841
Port Moresby,-9.4431,147.1797,74.62,100,20,5.75,PG,1649706334
Chibombo,-14.6569,28.0706,63.0,96,84,4.59,ZM,1649706841
Sioux Lookout,50.1001,-91.917,41.07,60,75,18.41,CA,1649706842
Esim,4.8699,-2.2405,81.88,83,58,9.64,GH,1649706708
Namatanai,-3.6667,152.4333,78.6,80,92,6.31,PG,1649706313
Jūybār,36.6412,52.9124,66.29,42,10,8.01,IR,1649706843
Sakakah,29.9697,40.2064,81.97,13,26,1.43,SA,1649706843
Yangambi,0.8102,24.4336,71.67,85,90,1.68,CD,1649706844
Anadyr,64.75,177.4833,16.3,92,100,8.95,RU,1649706261
Uglovoye,44.8215,33.6045,43.02,92,100,20.42,UA,1649706846
Bijie,27.3125,105.2942,59.23,91,27,11.54,CN,1649706846
Kabul,34.5,69.4167,67.3,24,100,2.86,AF,1649706764
Mount Gambier,-37.8333,140.7667,42.71,87,100,3.44,AU,1649706847
Lerwick,60.1545,-1.1494,42.8,67,100,19.26,GB,1649706848
Rio Grande,-32.035,-52.0986,80.71,79,100,13.11,BR,1649706352
Marzuq,14.4,46.4667,73.81,23,0,7.63,YE,1649706849
Biloela,-24.4167,150.5,64.62,87,0,3.31,AU,1649706849
Rognan,67.0953,15.3878,38.88,76,93,6.33,NO,1649706850
Ust-Nera,64.5667,143.2,-12.44,93,25,3.42,RU,1649706850
Antalaha,-14.9003,50.2788,76.32,81,89,8.63,MG,1649706851
Nichinan,31.6,131.3667,65.37,97,100,2.53,JP,1649706344
Boa Vista,2.8197,-60.6733,91.38,46,40,13.8,BR,1649706458
Rio Pomba,-21.2747,-43.1792,74.52,83,92,4.21,BR,1649706852
La Fria,8.2203,-72.2439,86.11,59,89,2.98,VE,1649706852
Albanel,48.8832,-72.4487,39.34,56,56,6.91,CA,1649706853
Kashgar,39.4547,75.9797,69.01,21,95,4.47,CN,1649706853
Tuatapere,-46.1333,167.6833,49.78,85,100,7.27,NZ,1649706853
Husiatyn,49.0726,26.2141,38.57,70,9,10.71,UA,1649706854
Ihosy,-22.4,46.1167,63.84,91,98,10.69,MG,1649706854
Khanbari,27.3747,87.2039,69.21,80,77,1.28,NP,1649706855
Praia,14.9215,-23.5087,72.14,64,40,24.16,CV,1649706677
Contamana,-7.3333,-75.0167,90.18,49,85,5.26,PE,1649706856
Zhangye,38.9342,100.4517,45.91,50,92,5.99,CN,1649706856
Port Hardy,50.6996,-127.4199,48.38,31,20,8.05,CA,1649706856
Winchester,51.0651,-1.3187,59.18,57,75,8.05,GB,1649706857
Karmaskaly,54.3709,56.1837,42.71,76,100,8.21,RU,1649706857
Benguela,-12.5763,13.4055,78.39,77,97,3.0,AO,1649706858
Kranuan,16.7067,103.0788,85.51,41,28,7.54,TH,1649706858
Homer,59.6425,-151.5483,40.8,42,42,1.99,US,1649706859
Trenggalek,-8.05,111.7167,74.77,93,50,0.96,ID,1649706859
Nevers,46.9896,3.159,58.75,62,100,11.97,FR,1649706860
Tommot,58.9564,126.2925,9.01,98,100,1.41,RU,1649706860
Vredendal,-31.6683,18.5012,75.36,32,0,9.6,ZA,1649706861
Qaqortoq,60.7167,-46.0333,38.82,49,100,11.52,GL,1649706861
